1	2	3	4
0	0.000556793	0.038975501	0.024498886
0.006124722	0.016146993	0.037305122	0.027282851
0.00389755	0.015033408	0.031737194	0.01169265
0.002227171	0.016146993	0.026169265	0.023385301
0.001670379	0.009465479	0.039532294	0.010022272
0.003340757	0.008351893	0.006681514	0.005567929
0.097438753	0.142538976	0.226057906	0.168151448
